id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
4904,San Diego,0.2,38.24,4,West,fynota,Consumer,colddrinks,Standard Class,3529,-9.56,2020-06-01,92024,California,2020-06-01
4905,Richmond,0,440.91,9,Central,fynota,Consumer,colddrinks,Standard Class,4688,123.4548,2020-07-01,47374,Indiana,2020-06-01
4906,New York City,0,18.45,5,East,kariox,Consumer,tablet,Standard Class,2086,8.6715,2020-06-01,10009,New York,2020-06-01
4907,Houston,0.8,8.712,2,Central,kariox,Corporate,battery,Standard Class,4704,-19.602,2020-06-01,77095,Texas,2020-06-01
4908,San Diego,0,104.85,1,West,kariox,Consumer,phone,Second Class,9167,50.328,2020-06-01,92037,California,2020-06-01
4909,San Diego,0,241.44,3,West,kariox,Consumer,battery,Second Class,9168,72.432,2020-06-01,92037,California,2020-06-01
4910,York,0.3,422.058,3,East,qexty,Corporate,tshirts,Standard Class,2146,-18.0882,2020-06-01,17403,Pennsylvania,2020-06-01
4911,York,0.7,38.088,4,East,kariox,Corporate,headset,Standard Class,2147,-27.9312,2020-06-01,17403,Pennsylvania,2020-06-01
4912,York,0.2,254.352,6,East,kariox,Corporate,laptop,Standard Class,2148,-50.8704,2020-06-01,17403,Pennsylvania,2020-06-01
4913,Los Angeles,0,60.81,3,West,kariox,Consumer,battery,Standard Class,2191,17.0268,2020-06-01,90049,California,2020-06-01
4914,Houston,0.3,85.246,2,Central,qexty,Consumer,tshirts,Second Class,7426,-6.089,2020-06-01,77070,Texas,2020-06-01
4915,Houston,0.6,32.712,2,Central,qexty,Consumer,shorts,Second Class,7427,-26.1696,2020-06-01,77070,Texas,2020-06-01
4916,New York City,0,14.7,5,East,kariox,Corporate,television,Standard Class,480,6.615,2020-07-01,10024,New York,2020-06-01
4917,New York City,0,704.25,5,East,kariox,Corporate,laptop,Standard Class,481,84.51,2020-07-01,10024,New York,2020-06-01
4918,San Diego,0.2,4476.8,4,West,fynota,Consumer,sweets,Second Class,9166,503.64,2020-06-01,92037,California,2020-06-01
4919,Boca Raton,0.2,18.464,2,South,fynota,Consumer,chocolates,First Class,7993,2.308,2020-06-01,33433,Florida,2020-06-01
4920,Plano,0.2,13.616,2,Central,fynota,Home Office,chocolates,Second Class,1694,3.5742,2020-06-01,75023,Texas,2020-06-01
4921,Philadelphia,0.4,337.176,2,East,qexty,Corporate,hoodies,Standard Class,7880,-118.0116,2020-06-01,19140,Pennsylvania,2020-06-01
4922,Newark,0,11.16,2,East,kariox,Consumer,television,Standard Class,3728,2.79,2020-06-01,19711,Delaware,2020-06-01
4923,Newark,0,14.94,3,East,kariox,Consumer,tablet,Standard Class,3729,6.8724,2020-06-01,19711,Delaware,2020-06-01
4924,Santa Clara,0.2,21.552,6,West,kariox,Consumer,headset,First Class,5523,7.0044,2020-06-01,95051,California,2020-06-01
4925,Santa Clara,0,58.24,4,West,kariox,Consumer,battery,First Class,5524,15.7248,2020-06-01,95051,California,2020-06-01
4926,Seattle,0,61.38,6,West,kariox,Corporate,charger,Standard Class,9375,15.9588,2020-06-01,98105,Washington,2020-06-01
4927,Chicago,0.2,328.224,4,Central,fynota,Consumer,colddrinks,Standard Class,265,28.7196,2020-06-01,60610,Illinois,2020-06-01
4928,Lowell,0,714.3,5,East,kariox,Consumer,laptop,First Class,434,207.147,2020-06-01,1852,Massachusetts,2020-06-01
4929,Lowell,0,105.52,4,East,kariox,Corporate,phone,Second Class,5085,48.5392,2020-06-01,1852,Massachusetts,2020-06-01
4930,Little Rock,0,179.94,6,South,fynota,Consumer,chocolates,First Class,5532,75.5748,2020-06-01,72209,Arkansas,2020-06-01
4931,Little Rock,0,26.85,3,South,fynota,Consumer,chocolates,First Class,5533,5.1015,2020-06-01,72209,Arkansas,2020-06-01
4932,Little Rock,0,323.37,3,South,fynota,Consumer,chocolates,First Class,5534,129.348,2020-06-01,72209,Arkansas,2020-06-01
4933,Little Rock,0,59.94,3,South,kariox,Consumer,phone,First Class,5535,28.1718,2020-06-01,72209,Arkansas,2020-06-01
4934,Little Rock,0,64.14,3,South,kariox,Consumer,headset,First Class,5536,30.7872,2020-06-01,72209,Arkansas,2020-06-01
4935,Little Rock,0,11.67,3,South,kariox,Consumer,headset,First Class,5537,5.6016,2020-06-01,72209,Arkansas,2020-06-01
4936,Little Rock,0,12.96,2,South,kariox,Consumer,phone,First Class,5538,6.2208,2020-06-01,72209,Arkansas,2020-06-01
4937,Los Angeles,0,22.05,7,West,kariox,Home Office,tablet,Standard Class,9120,10.584,2020-06-01,90036,California,2020-06-01
4938,Los Angeles,0,99.9,5,West,kariox,Home Office,phone,Standard Class,9121,46.953,2020-06-01,90036,California,2020-06-01
4939,Santa Barbara,0.2,3023.928,9,West,fynota,Home Office,colddrinks,Standard Class,9661,226.7946,2020-06-01,93101,California,2020-06-01
4940,Santa Barbara,0,26.96,2,West,fynota,Home Office,chocolates,Standard Class,9662,3.7744,2020-06-01,93101,California,2020-06-01
4941,Santa Barbara,0.2,477.6,3,West,fynota,Home Office,colddrinks,Standard Class,9663,161.19,2020-06-01,93101,California,2020-06-01
4942,Fairfield,0.2,466.32,3,East,qexty,Consumer,shorts,Standard Class,9898,34.974,2020-06-01,45014,Ohio,2020-06-01
4943,Newark,0,360.38,2,East,kariox,Consumer,laptop,Standard Class,3727,93.6988,2020-06-01,19711,Delaware,2020-06-01
4944,Philadelphia,0.2,7.56,3,East,kariox,Home Office,tablet,Standard Class,1135,2.646,2020-06-01,19134,Pennsylvania,2020-06-01
4945,Boca Raton,0.7,39.936,4,South,kariox,Consumer,headset,First Class,7992,-26.624,2020-06-01,33433,Florida,2020-06-01
4946,Philadelphia,0.2,124.608,4,East,kariox,Home Office,laptop,Standard Class,1134,-23.364,2020-06-01,19134,Pennsylvania,2020-06-01
4947,Decatur,0.6,32.064,3,Central,qexty,Consumer,shorts,Standard Class,8901,-12.8256,2020-06-01,62521,Illinois,2020-06-01
4948,Decatur,0.3,191.079,3,Central,qexty,Consumer,tshirts,Standard Class,8903,-38.2158,2020-06-01,62521,Illinois,2020-06-01
4949,Decatur,0.2,10.368,2,Central,kariox,Consumer,phone,Standard Class,8904,3.6288,2020-06-01,62521,Illinois,2020-06-01
4950,New York City,0.2,7.152,3,East,kariox,Consumer,headset,Standard Class,9631,2.3244,2020-06-01,10011,New York,2020-06-01
4951,New York City,0,179.7,6,East,fynota,Consumer,colddrinks,Standard Class,9632,88.053,2020-06-01,10011,New York,2020-06-01
4952,Philadelphia,0.2,64.784,1,East,kariox,Corporate,laptop,First Class,2851,-12.9568,2020-06-01,19120,Pennsylvania,2020-06-01
4953,Seattle,0,30.18,3,West,kariox,Corporate,phone,Standard Class,7211,13.8828,2020-06-01,98115,Washington,2020-06-01
4954,Seattle,0.2,51.648,12,West,kariox,Corporate,headset,Standard Class,7212,18.7224,2020-06-01,98115,Washington,2020-06-01
4955,Seattle,0.2,11.232,3,West,kariox,Corporate,headset,Standard Class,7213,3.9312,2020-06-01,98115,Washington,2020-06-01
4956,Los Angeles,0.2,71.088,2,West,qexty,Corporate,hoodies,Second Class,9938,-1.7772,2020-06-01,90049,California,2020-06-01
4957,Fairfield,0.2,82.64,2,East,qexty,Consumer,shorts,Standard Class,9899,0,2020-06-01,45014,Ohio,2020-06-01
4958,Springfield,0,75.88,2,South,kariox,Consumer,phone,First Class,70,35.6636,2020-06-01,22153,Virginia,2020-06-01
4959,Chicago,0.6,419.68,5,Central,qexty,Consumer,shorts,Second Class,239,-356.728,2020-06-01,60610,Illinois,2020-06-01
4960,Chicago,0.6,11.688,3,Central,qexty,Consumer,shorts,Second Class,240,-4.6752,2020-06-01,60610,Illinois,2020-06-01
4961,Chicago,0.2,31.984,2,Central,fynota,Consumer,colddrinks,Second Class,241,11.1944,2020-06-01,60610,Illinois,2020-06-01
4962,Chicago,0.5,177.225,5,Central,qexty,Consumer,hoodies,Second Class,242,-120.513,2020-06-01,60610,Illinois,2020-06-01
4963,Chicago,0.6,4.044,3,Central,qexty,Consumer,shorts,Second Class,243,-2.8308,2020-06-01,60610,Illinois,2020-06-01
4964,Chicago,0.2,7.408,2,Central,kariox,Consumer,television,Second Class,244,1.2038,2020-06-01,60610,Illinois,2020-06-01
4965,New York City,0,14.94,3,East,kariox,Consumer,phone,Same Day,2602,7.0218,2020-06-01,10035,New York,2020-06-01
4966,New York City,0,1349.85,3,East,fynota,Consumer,sweets,Same Day,2603,364.4595,2020-06-01,10035,New York,2020-06-01
4967,New York City,0.2,136.784,1,East,qexty,Consumer,pants,Same Day,2604,5.1294,2020-06-01,10035,New York,2020-06-01
4968,New York City,0,61.12,4,East,qexty,Consumer,shorts,Same Day,2605,20.7808,2020-06-01,10035,New York,2020-06-01
4969,Chicago,0.2,25.92,5,Central,kariox,Consumer,phone,Second Class,238,9.396,2020-06-01,60610,Illinois,2020-06-01
4970,New York City,0,32.4,5,East,kariox,Home Office,phone,First Class,3149,15.552,2020-06-01,10035,New York,2020-06-01
4971,Decatur,0.2,18.496,4,Central,kariox,Consumer,phone,Standard Class,8902,6.7048,2020-06-01,62521,Illinois,2020-06-01
4972,Bakersfield,0,4.73,1,West,kariox,Home Office,phone,Standard Class,3578,2.3177,2020-06-01,93309,California,2020-06-01
4973,Chicago,0.2,313.488,7,Central,kariox,Home Office,phone,Second Class,438,113.6394,2020-06-01,60623,Illinois,2020-06-01
4974,Chicago,0.2,23.12,5,Central,kariox,Consumer,phone,Standard Class,2903,8.381,2020-06-01,60610,Illinois,2020-06-01
4975,Long Beach,0,92.94,3,East,kariox,Consumer,phone,Standard Class,7148,41.823,2020-06-01,11561,New York,2020-06-01
4976,Long Beach,0,52.56,3,East,kariox,Consumer,battery,Standard Class,7149,18.396,2020-06-01,11561,New York,2020-06-01
4977,Pasadena,0,185.88,6,West,kariox,Corporate,phone,Standard Class,8224,83.646,2020-06-01,91104,California,2020-06-01
4978,Pasadena,0,12.96,2,West,kariox,Corporate,phone,Standard Class,8225,6.2208,2020-06-01,91104,California,2020-06-01
4979,Houston,0.8,64.384,4,Central,kariox,Home Office,battery,Second Class,8717,-160.96,2020-06-01,77070,Texas,2020-06-01
4980,Houston,0.6,6.984,2,Central,qexty,Home Office,shorts,Second Class,8718,-4.5396,2020-06-01,77070,Texas,2020-06-01
4981,Bakersfield,0.2,4.784,1,West,kariox,Home Office,headset,Standard Class,3577,1.5548,2020-06-01,93309,California,2020-06-01
4982,Houston,0.2,15.552,3,Central,kariox,Home Office,phone,Second Class,8720,5.6376,2020-06-01,77070,Texas,2020-06-01
4983,Chicago,0.3,1007.979,3,Central,fynota,Home Office,sweets,Second Class,437,43.1991,2020-06-01,60623,Illinois,2020-06-01
4984,Houston,0.3,379.372,2,Central,qexty,Home Office,tshirts,Second Class,8721,-119.2312,2020-06-01,77070,Texas,2020-06-01
4985,Houston,0.8,1.524,2,Central,kariox,Home Office,headset,Second Class,8723,-2.667,2020-06-01,77070,Texas,2020-06-01
4986,Jackson,0,377.97,3,Central,fynota,Home Office,colddrinks,Second Class,3662,94.4925,2020-06-01,49201,Michigan,2020-06-01
4987,Wichita,0,18.9,3,Central,kariox,Consumer,tablet,Standard Class,4142,8.694,2020-06-01,67212,Kansas,2020-06-01
4988,New York City,0.2,33.568,2,East,kariox,Consumer,headset,Second Class,6594,11.7488,2020-06-01,10024,New York,2020-06-01
4989,San Francisco,0,7.04,4,West,kariox,Home Office,television,First Class,1099,2.0416,2020-06-01,94122,California,2020-06-01
4990,San Francisco,0,8.73,3,West,qexty,Home Office,shorts,First Class,1100,4.1031,2020-06-01,94122,California,2020-06-01
4991,San Francisco,0,29.29,1,West,fynota,Home Office,chocolates,First Class,1101,9.6657,2020-06-01,94122,California,2020-06-01
4992,San Francisco,0,8.64,3,West,kariox,Home Office,television,First Class,1102,2.5056,2020-06-01,94122,California,2020-06-01
4993,Los Angeles,0.15,599.165,5,West,qexty,Home Office,pants,Same Day,5428,35.245,2020-06-01,90036,California,2020-06-01
4994,Anaheim,0.2,1293.488,7,West,qexty,Corporate,hoodies,Same Day,5871,80.843,2020-06-01,92804,California,2020-06-01
4995,Houston,0.2,67.536,9,Central,kariox,Home Office,laptop,Second Class,8722,6.7536,2020-06-01,77070,Texas,2020-06-01
4996,Wilmington,0,68.04,7,East,fynota,Consumer,colddrinks,First Class,124,19.7316,2020-06-01,19805,Delaware,2020-06-01
4997,Houston,0.2,11.264,8,Central,kariox,Home Office,television,Second Class,8719,3.9424,2020-06-01,77070,Texas,2020-06-01
4998,Wilmington,0,226.56,6,East,kariox,Consumer,laptop,First Class,122,63.4368,2020-06-01,19805,Delaware,2020-06-01
4999,Philadelphia,0.2,9.648,6,East,kariox,Home Office,lighting,Standard Class,9583,3.4974,2020-06-01,19120,Pennsylvania,2020-06-01
5000,Wilmington,0,115.02,9,East,kariox,Consumer,watch,First Class,123,51.759,2020-06-01,19805,Delaware,2020-06-01
5001,Los Angeles,0.2,177.48,3,West,fynota,Consumer,colddrinks,Standard Class,1927,19.9665,2020-06-01,90045,California,2020-06-01
5002,Tallahassee,0.5,695.7,2,South,fynota,Consumer,sweets,First Class,2839,-27.828,2020-06-01,32303,Florida,2020-06-01
5003,San Francisco,0.2,122.352,3,West,qexty,Consumer,tshirts,Standard Class,5468,13.7646,2020-06-01,94109,California,2020-06-01
5004,Minneapolis,0,692.94,3,Central,qexty,Home Office,hoodies,Standard Class,6047,173.235,2020-06-01,55407,Minnesota,2020-06-01
5005,Los Angeles,0,20.7,2,West,kariox,Consumer,tablet,Standard Class,557,9.936,2020-06-01,90045,California,2020-06-01
5006,Los Angeles,0,32.4,5,West,kariox,Consumer,phone,Standard Class,559,15.552,2020-06-01,90045,California,2020-06-01
5007,Philadelphia,0.2,23.616,8,East,kariox,Consumer,tablet,First Class,4583,7.9704,2020-06-01,19140,Pennsylvania,2020-06-01
5008,Arlington,0.8,1.344,4,Central,kariox,Corporate,headset,Standard Class,2428,-2.1504,2020-06-01,76017,Texas,2020-06-01
5009,Arlington,0.8,8.272,4,Central,kariox,Corporate,headset,Standard Class,2429,-13.6488,2020-06-01,76017,Texas,2020-06-01
5010,Los Angeles,0.2,1335.68,4,West,qexty,Consumer,hoodies,Standard Class,558,-217.048,2020-06-01,90045,California,2020-06-01
5011,New York City,0,239.97,3,East,fynota,Consumer,chocolates,Second Class,2758,71.991,2020-06-01,10035,New York,2020-06-01
5012,Arlington,0.6,12.544,7,Central,qexty,Corporate,shorts,Standard Class,2430,-9.0944,2020-06-01,76017,Texas,2020-06-01
5013,Wilmington,0,47.04,3,East,qexty,Consumer,shorts,First Class,120,18.3456,2020-06-01,19805,Delaware,2020-06-01
5014,Decatur,0,16.74,3,South,kariox,Corporate,headset,First Class,81,8.0352,2020-06-01,35601,Alabama,2020-06-01
5015,Decatur,0,208.16,1,South,kariox,Corporate,battery,First Class,80,56.2032,2020-06-01,35601,Alabama,2020-06-01
5016,Los Angeles,0,14.62,2,West,kariox,Corporate,tablet,Second Class,3,6.8714,2020-06-01,90036,California,2020-06-01
5017,Wilmington,0,30.84,4,East,kariox,Consumer,headset,First Class,121,13.878,2020-06-01,19805,Delaware,2020-06-01
5018,Seattle,0,389.97,3,West,fynota,Consumer,chocolates,Standard Class,5670,132.5898,2020-06-01,98103,Washington,2020-06-01
5019,Seattle,0.2,53.984,14,West,kariox,Consumer,headset,Standard Class,5669,17.5448,2020-06-01,98103,Washington,2020-06-01
5020,Seattle,0,14.62,2,West,kariox,Consumer,tablet,Standard Class,5668,6.8714,2020-06-01,98103,Washington,2020-06-01
5021,Los Angeles,0.2,902.712,3,West,qexty,Consumer,hoodies,Standard Class,8370,33.8517,2020-06-01,90049,California,2020-06-01
5022,Newark,0.2,99.488,2,East,kariox,Corporate,laptop,Same Day,5667,8.7052,2020-07-01,43055,Ohio,2020-07-01
5023,Hattiesburg,0,504.9,5,South,qexty,Consumer,pants,Standard Class,5990,126.225,2020-07-01,39401,Mississippi,2020-07-01
5024,San Francisco,0.2,35.984,2,West,fynota,Home Office,colddrinks,First Class,7278,4.498,2020-07-01,94110,California,2020-07-01
5025,San Francisco,0,389.97,3,West,fynota,Home Office,chocolates,First Class,7279,132.5898,2020-07-01,94110,California,2020-07-01
5026,Long Beach,0,89.95,5,East,fynota,Consumer,colddrinks,Second Class,7987,43.176,2020-07-01,11561,New York,2020-07-01
5027,Philadelphia,0.7,1.941,1,East,kariox,Corporate,headset,Second Class,2071,-1.294,2020-07-01,19134,Pennsylvania,2020-07-01
5028,Newark,0.2,18.656,2,East,kariox,Corporate,television,Same Day,5664,1.3992,2020-07-01,43055,Ohio,2020-07-01
5029,Newark,0.7,11.088,7,East,kariox,Corporate,headset,Same Day,5665,-8.1312,2020-07-01,43055,Ohio,2020-07-01
5030,Newark,0.2,66.688,1,East,kariox,Corporate,laptop,Same Day,5666,4.168,2020-07-01,43055,Ohio,2020-07-01
5031,Concord,0.2,6.264,3,South,kariox,Consumer,tablet,Standard Class,5833,2.0358,2020-07-01,28027,North Carolina,2020-07-01
5032,Sparks,0,86.2,5,West,kariox,Home Office,charger,Standard Class,5453,24.998,2020-07-01,89431,Nevada,2020-07-01
5033,Roseville,0,419.9,5,West,kariox,Corporate,watch,Standard Class,6560,197.353,2020-07-01,95661,California,2020-07-01
5034,Roseville,0,3.15,1,West,kariox,Corporate,tablet,Standard Class,6561,1.512,2020-07-01,95661,California,2020-07-01
5035,San Francisco,0,6.3,2,West,kariox,Corporate,tablet,Second Class,1117,3.024,2020-07-01,94110,California,2020-07-01
5036,Allentown,0.2,4.16,2,East,kariox,Consumer,television,Standard Class,1527,0.364,2020-07-01,18103,Pennsylvania,2020-07-01
5037,Allentown,0.2,11.648,2,East,qexty,Consumer,shorts,Standard Class,1528,3.3488,2020-07-01,18103,Pennsylvania,2020-07-01
5038,Westland,0,109.95,1,Central,fynota,Consumer,chocolates,Standard Class,4441,36.2835,2020-07-01,48185,Michigan,2020-07-01
5039,Westland,0,965.85,5,Central,kariox,Consumer,laptop,Standard Class,4442,135.219,2020-07-01,48185,Michigan,2020-07-01
5040,Westland,0,29.2,5,Central,kariox,Consumer,television,Standard Class,4443,10.512,2020-07-01,48185,Michigan,2020-07-01
5041,Westland,0,32.4,5,Central,kariox,Consumer,phone,Standard Class,4444,15.552,2020-07-01,48185,Michigan,2020-07-01
5042,Concord,0.2,363.92,5,South,qexty,Consumer,tshirts,Standard Class,5834,0,2020-07-01,28027,North Carolina,2020-07-01
5043,Hattiesburg,0,8.6,1,South,kariox,Consumer,headset,Standard Class,5989,4.042,2020-07-01,39401,Mississippi,2020-07-01
5044,Seattle,0,12.42,3,West,qexty,Consumer,shorts,Second Class,6274,4.4712,2020-07-01,98105,Washington,2020-07-01
5045,Hattiesburg,0,87.92,4,South,kariox,Consumer,laptop,Standard Class,5987,0.8792,2020-07-01,39401,Mississippi,2020-07-01
5046,Columbia,0,37.68,2,East,kariox,Corporate,battery,Standard Class,8757,10.5504,2020-07-01,21044,Maryland,2020-07-01
5047,Seattle,0,428.4,3,West,fynota,Consumer,chocolates,Second Class,6275,89.964,2020-07-01,98105,Washington,2020-07-01
5048,Seattle,0,24.75,5,West,qexty,Consumer,shorts,Second Class,6276,10.89,2020-07-01,98105,Washington,2020-07-01
5049,Seattle,0,87.71,7,West,kariox,Consumer,tablet,Second Class,6277,41.2237,2020-07-01,98105,Washington,2020-07-01
5050,Seattle,0,69.52,2,West,kariox,Consumer,laptop,Second Class,6278,17.38,2020-07-01,98105,Washington,2020-07-01
5051,Seattle,0.2,20.784,2,West,fynota,Consumer,colddrinks,Second Class,6279,-4.6764,2020-07-01,98105,Washington,2020-07-01
5052,Seattle,0.2,12.816,3,West,kariox,Consumer,headset,Second Class,6280,4.1652,2020-07-01,98105,Washington,2020-07-01
5053,New York City,0,45.96,2,East,kariox,Consumer,battery,Standard Class,7842,13.788,2020-07-01,10024,New York,2020-07-01
5054,Denver,0.2,544.008,3,West,qexty,Corporate,tshirts,Standard Class,1201,40.8006,2020-07-01,80219,Colorado,2020-07-01
5055,Denver,0.7,1.872,3,West,kariox,Corporate,headset,Standard Class,1202,-1.4352,2020-07-01,80219,Colorado,2020-07-01
5056,Hattiesburg,0,245.94,6,South,kariox,Consumer,phone,Standard Class,5988,120.5106,2020-07-01,39401,Mississippi,2020-07-01
5057,Denver,0.2,854.352,3,West,qexty,Corporate,tshirts,Standard Class,1203,10.6794,2020-07-01,80219,Colorado,2020-07-01
5058,Denver,0.2,338.04,3,West,kariox,Corporate,laptop,Standard Class,1205,-33.804,2020-07-01,80219,Colorado,2020-07-01
5059,Bowling Green,0,140.81,1,South,qexty,Corporate,tshirts,Standard Class,1842,39.4268,2020-07-01,42104,Kentucky,2020-07-01
5060,Glendale,0.2,33.8,5,West,kariox,Corporate,charger,Standard Class,3661,4.225,2020-07-01,85301,Arizona,2020-07-01
5061,Dallas,0.2,15.576,3,Central,fynota,Consumer,chocolates,Second Class,4730,3.3099,2020-07-01,75217,Texas,2020-07-01
5062,Phoenix,0.2,55.992,1,West,fynota,Consumer,colddrinks,Standard Class,6848,3.4995,2020-07-01,85023,Arizona,2020-07-01
5063,Philadelphia,0.2,11.264,8,East,kariox,Home Office,television,Standard Class,8139,1.2672,2020-07-01,19140,Pennsylvania,2020-07-01
5064,Philadelphia,0.2,284.08,10,East,kariox,Home Office,laptop,Standard Class,8140,24.857,2020-07-01,19140,Pennsylvania,2020-07-01
5065,Philadelphia,0.2,18.496,4,East,kariox,Home Office,phone,Standard Class,8141,6.7048,2020-07-01,19140,Pennsylvania,2020-07-01
